split,scene,family,condition,degradation,true_siting,base_kernel,mode,mae,psnr,edge_mae,smooth_mae,phase_px,phase_abs_px,alias_px,spread_delta_px,bleed_mass,ringing_mass
development,dev_00105_straight_coedge,straight,coedge,bicubic,left,jinc2,plain,0.0030210628968661136,34.04982548334009,0.03149338099544929,0.0,-0.0008597183859027186,0.0008597183859027186,0.046105505694132444,1.4771671216529862,0.04194713122255746,0.006175954984168389
development,dev_00105_straight_coedge,straight,coedge,bicubic,left,jinc2,algo6,0.0024450808010698147,36.283176572320734,0.025442881026330206,0.0,-0.0074810139398105305,0.0074810139398105305,0.0394485513818832,0.9283248594609284,0.03394967940680328,0.009816931660420128
development,dev_00105_straight_coedge,straight,coedge,bicubic,left,jinc3,plain,0.0029779173132975095,34.921670374603934,0.029738176966756805,0.0,-0.00071747398016012,0.00071747398016012,0.03972006125476514,1.1260600159250609,0.04134278006053397,0.01066761170070441
development,dev_00105_straight_coedge,straight,coedge,bicubic,left,jinc3,algo6,0.002544650072725532,36.71577362108284,0.025300677945432698,0.0,-0.007466266097031239,0.007466266097031239,0.034696805325566404,0.8117335847222054,0.03532691293263009,0.011901318350629438
development,dev_00105_straight_coedge,straight,coedge,bicubic,left,jinc4,plain,0.0030175218280233747,34.801294940100746,0.028123232335062875,2.7651895791114796e-07,-0.000674259532371361,0.000674259532371361,0.03787915617583708,1.1901533888301088,0.04181808497135838,0.007820165150665812
development,dev_00105_straight_coedge,straight,coedge,bicubic,left,jinc4,algo6,0.002623449384243161,36.64719826853731,0.024528073262488414,2.7651895791114796e-07,-0.007437520375581589,0.007437520375581589,0.03371524827326357,0.8256513078300349,0.036346435569049346,0.010993989777662569
development,dev_00106_sine_coedge,sine,coedge,box,left,bilinear,plain,0.004821632054557574,31.202946781964002,0.05059825188038217,0.0,0.5060021471946727,0.5060021471946727,0.15150680805772013,1.9905160504537907,0.05365057580084318,3.8672061193557014e-08
development,dev_00106_sine_coedge,sine,coedge,box,left,bilinear,algo6,0.003474907162014549,32.9903524082746,0.036485342332785616,0.0,0.37321662060845456,0.37321662060845456,0.1284980114809286,1.3536819076072868,0.038665503374345246,4.1953864551725845e-08
development,dev_00106_sine_coedge,sine,coedge,box,left,bicubic_catrom,plain,0.004126932783215135,31.689184634691237,0.04327194114107226,0.0,0.5059353442901537,0.5059353442901537,0.1508146813764736,1.5573049496045865,0.0459201870087002,3.725290298461914e-08
development,dev_00106_sine_coedge,sine,coedge,box,left,bicubic_catrom,algo6,0.00322715039036998,33.08932638222827,0.0338347041712647,0.0,0.3975338052634387,0.3975338052634387,0.13295303447259163,1.1674590271658423,0.03590836619869584,3.9736429850260414e-08
development,dev_00106_sine_coedge,sine,coedge,box,left,bicubic_sharp,plain,0.004036523120877619,31.763653443325662,0.04229418059184181,0.0,0.5055690258799826,0.5055690258799826,0.134211064179852,1.5062276222484352,0.04491400476988582,3.778508731297084e-08
development,dev_00106_sine_coedge,sine,coedge,box,left,bicubic_sharp,algo6,0.0031946123981346267,33.113489224280535,0.03346871189985125,0.0,0.40062776972555997,0.40062776972555997,0.12113930216685685,1.142482124136069,0.0355461665562221,3.85833638054984e-08
development,dev_00106_sine_coedge,sine,coedge,box,left,bicubic_mitchell,plain,0.004783063237424852,31.341650691083554,0.0501991610127727,0.0,0.5052420615965442,0.5052420615965442,0.12875651777616803,1.9489340575847665,0.053221253101669606,2.989101977575393e-08
development,dev_00106_sine_coedge,sine,coedge,box,left,bicubic_mitchell,algo6,0.003368042725437456,33.12162906751689,0.0353563009249185,0.0,0.37162837525128845,0.37162837525128845,0.11262818730858994,1.3082048624565046,0.03747628571554309,3.707550820850191e-08
development,dev_00106_sine_coedge,sine,coedge,box,left,spline16,plain,0.004039050709219481,31.75769072247942,0.04231937883230871,0.0,0.5055762108122511,0.5055762108122511,0.1347700482895129,1.508627837601164,0.044941852135317664,3.760769253685361e-08
development,dev_00106_sine_coedge,sine,coedge,box,left,spline16,algo6,0.003202056184010063,33.10904660674379,0.03354498138824489,0.0,0.40013545587538296,0.40013545587538296,0.12141234918586033,1.1471682444389055,0.035628729433353455,3.813987686520531e-08
development,dev_00106_sine_coedge,sine,coedge,box,left,spline36,plain,0.0040497734504013625,31.873017385187307,0.041073097353059244,2.7381784526542536e-07,0.5053485793205048,0.5053485793205048,0.12550492978363725,1.414474626199601,0.045054644479283264,2.7052703357878185e-08
development,dev_00106_sine_coedge,sine,coedge,box,left,spline36,algo6,0.003245563728634802,33.14027729026111,0.03302427479156038,2.7321844494768553e-07,0.4060052341831213,0.4060052341831213,0.11533741342436635,1.0889626296820085,0.03610672679774109,3.23745466413952e-08
development,dev_00106_sine_coedge,sine,coedge,box,left,lanczos2,plain,0.004131363784188563,31.697943311191025,0.04331321777269858,0.0,0.5055623533876058,0.5055623533876058,0.1345540240462911,1.565302701241633,0.04596959486869829,3.725290298461914e-08
development,dev_00106_sine_coedge,sine,coedge,box,left,lanczos2,algo6,0.0032240268128568756,33.10143330047635,0.03379836234290408,0.0,0.39729551561946574,0.39729551561946574,0.12100512497553177,1.1703053134121186,0.03587371769494244,3.982512723831903e-08
development,dev_00106_sine_coedge,sine,coedge,box,left,lanczos3,plain,0.004025808112351681,31.92675632420798,0.04045997642342194,3.4660652523771635e-07,0.5053256863496549,0.5053256863496549,0.12490872239992805,1.3646916611075424,0.04478464209075485,2.723009813399542e-08
development,dev_00106_sine_coedge,sine,coedge,box,left,lanczos3,algo6,0.0032467199851457314,33.14811677360942,0.03277272765193456,3.4561145141543377e-07,0.40928379563426354,0.40928379563426354,0.1152321478955639,1.0565113784177427,0.03611635999931466,3.2995428357805526e-08
development,dev_00106_sine_coedge,sine,coedge,box,left,lanczos4,plain,0.004121121271538637,31.938141544166605,0.04064490758155227,3.0954182702338413e-06,0.5051963618437385,0.5051963618437385,0.11840164554823979,1.3443136082283942,0.04578012757978979,3.0511901492164246e-08
development,dev_00106_sine_coedge,sine,coedge,box,left,lanczos4,algo6,0.003325817801667823,33.14605345591411,0.03292402277258502,3.0890486890538818e-06,0.4104859600302979,0.4104859600302979,0.11043714472495013,1.039530299145089,0.03693117835514602,3.450328395480202e-08
development,dev_00106_sine_coedge,sine,coedge,box,left,jinc2,plain,0.0046930336540110616,31.366114587584924,0.04927685322852648,0.0,0.5046455269115394,0.5046455269115394,0.10938317265549956,1.909339943688299,0.0522196525264354,3.7164205596560524e-08
development,dev_00106_sine_coedge,sine,coedge,box,left,jinc2,algo6,0.0033777103963735155,33.09889766805569,0.03546593932696851,0.0,0.37220750990045304,0.37220750990045304,0.10134583332648543,1.3186327583964557,0.03758397534312237,3.388240223839169e-08
development,dev_00106_sine_coedge,sine,coedge,box,left,jinc3,plain,0.004166154680800047,31.762087167962576,0.04255292213119468,8.315380130495343e-12,0.504471121205321,0.504471121205321,0.10072648321400304,1.53460723096467,0.046311031317427045,2.7762282462347122e-08
development,dev_00106_sine_coedge,sine,coedge,box,left,jinc3,algo6,0.003314768779520505,33.1148455764452,0.033894569986192176,2.771793376831781e-12,0.3961752600443784,0.3961752600443784,0.09685514911417469,1.1694368369301842,0.03685231857179176,3.042320410410563e-08
development,dev_00106_sine_coedge,sine,coedge,box,left,jinc4,plain,0.0046772555104165016,31.660233435077952,0.0443771303867141,0.0,0.504286829077804,0.504286829077804,0.09949350684931191,1.6051114230342283,0.051960662251249665,1.924733320871989e-08
development,dev_00106_sine_coedge,sine,coedge,box,left,jinc4,algo6,0.0035806057272574497,33.09606600515531,0.03457492271090381,0.0,0.3910228065557746,0.3910228065557746,0.09629860642210251,1.2012960648811501,0.03979947772764024,2.5190058208647228e-08
development,dev_00106_sine_coedge,sine,coedge,triangle,left,bilinear,plain,0.004955827154354045,32.1337018692749,0.051913382417253504,0.0,-0.0038284492834471926,0.0038284492834471926,0.11197111978486514,2.447852961847798,0.055143766127349364,3.5124165671212334e-08
development,dev_00106_sine_coedge,sine,coedge,triangle,left,bilinear,algo6,0.0033307265758695495,34.3278563153216,0.03492428414167426,0.0,-0.022660949144188258,0.022660949144188258,0.09342311134180437,1.5495314966141225,0.03706119681841561,4.213125932784308e-08
development,dev_00106_sine_coedge,sine,coedge,triangle,left,bicubic_catrom,plain,0.004087638965540377,33.008348493945235,0.04290354496117202,0.0,-0.0028679406036320678,0.0028679406036320678,0.10910403370187256,1.9515834518725141,0.04548183702198522,3.734160037267776e-08
development,dev_00106_sine_coedge,sine,coedge,triangle,left,bicubic_catrom,algo6,0.0029805283893830016,34.77193283091978,0.03128256917157809,0.0,-0.022629758025412915,0.022629758025412915,0.09358605542429767,1.3761480270907545,0.03316316207028216,4.1244285447256905e-08
development,dev_00106_sine_coedge,sine,coedge,triangle,left,bicubic_sharp,plain,0.003968042810889681,33.15147173527858,0.0416377793517313,0.0,-0.0026738208381945788,0.0026738208381945788,0.09688844568181819,1.883032987998569,0.044150400130699076,3.7696389924912224e-08
development,dev_00106_sine_coedge,sine,coedge,triangle,left,bicubic_sharp,algo6,0.0029311863102782793,34.852290030221596,0.03075728050143447,0.0,-0.022598787531763993,0.022598787531763993,0.08563080539715007,1.35099894893046,0.0326135285486955,4.009121940249489e-08
development,dev_00106_sine_coedge,sine,coedge,triangle,left,bicubic_mitchell,plain,0.004878675899207154,32.25908008896168,0.05119244592320423,0.0,-0.0020804956338614524,0.0020804956338614524,0.09950458985895005,2.3688924046752753,0.05428479332476854,2.927013805934361e-08
development,dev_00106_sine_coedge,sine,coedge,triangle,left,bicubic_mitchell,algo6,0.0032271805666204936,34.4052411226357,0.03388098268901342,0.0,-0.02188248947705862,0.02188248947705862,0.0862800710730163,1.4981393526203937,0.035908593397055356,4.035731156667074e-08
development,dev_00106_sine_coedge,sine,coedge,triangle,left,spline16,plain,0.003965191659938305,33.14158854745677,0.041606700176998856,0.0,-0.002712915858589978,0.002712915858589978,0.09896359623709942,1.8815125727221746,0.04411792542253222,3.760769253685361e-08
development,dev_00106_sine_coedge,sine,coedge,triangle,left,spline16,algo6,0.0029351705690009557,34.84149189716794,0.03079880834169065,0.0,-0.02269562864949532,0.02269562864949532,0.08710948077292884,1.3519902342401295,0.032657180225387925,4.035731156667074e-08
development,dev_00106_sine_coedge,sine,coedge,triangle,left,spline36,plain,0.003897113727234146,33.37117922126664,0.03984634038395251,1.8943613949453548e-07,-0.00226988833384897,0.00226988833384897,0.09299856766324893,1.7780632569423653,0.043356540568527724,2.4569176492236908e-08
development,dev_00106_sine_coedge,sine,coedge,triangle,left,spline36,algo6,0.002920012475100141,34.97420009027316,0.029967445277309577,1.8896978525888352e-07,-0.022418273458669556,0.022418273458669556,0.08346262849860372,1.3097967025373378,0.032485354126298,3.423719179062616e-08
development,dev_00106_sine_coedge,sine,coedge,triangle,left,lanczos2,plain,0.0040908400883165,33.01659016559524,0.04293518018446429,0.0,-0.0028692012406477964,0.0028692012406477964,0.09743300451336263,1.9542036239096217,0.04551770668920307,3.7430297760736374e-08
development,dev_00106_sine_coedge,sine,coedge,triangle,left,lanczos2,algo6,0.0029789518775199825,34.78346879559982,0.031264262842818254,0.0,-0.022559807836470824,0.022559807836470824,0.0858495387216137,1.3776272138249481,0.03314585526961656,4.159907499949137e-08
development,dev_00106_sine_coedge,sine,coedge,triangle,left,lanczos3,plain,0.0038332938456867296,33.49830355828886,0.03884388559688324,2.756680173444606e-07,-0.0020337694043609574,0.0020337694043609574,0.09306428690401033,1.7164456693893413,0.04264479223638773,2.5278755596705845e-08
development,dev_00106_sine_coedge,sine,coedge,triangle,left,lanczos3,algo6,0.0028989830176697627,35.04613668570192,0.029511144919004955,2.749106248042413e-07,-0.022290996957277882,0.022290996957277882,0.08372497164612437,1.28563706098156,0.03224963901032295,3.4414586566743393e-08
development,dev_00106_sine_coedge,sine,coedge,triangle,left,lanczos4,plain,0.0038740242778466487,33.5293056899485,0.03886964136963148,1.6956348970000233e-06,-0.0018568039109366722,0.0018568039109366722,0.08954062331030901,1.709251260634044,0.04308155332026737,2.935883544740223e-08
development,dev_00106_sine_coedge,sine,coedge,triangle,left,lanczos4,algo6,0.002916493494629326,35.06673171549342,0.029500671300324723,1.6907170426011795e-06,-0.02207597675414464,0.02207597675414464,0.08140067125957971,1.281218918784634,0.032427304945442645,3.627723171597435e-08
development,dev_00106_sine_coedge,sine,coedge,triangle,left,jinc2,plain,0.004742214244075912,32.33347280101103,0.04979281082116705,0.0,-0.0022760965751751137,0.0022760965751751137,0.09323741694144003,2.3037157043097185,0.05276688622931639,3.654332388015021e-08
development,dev_00106_sine_coedge,sine,coedge,triangle,left,jinc2,algo6,0.0032073422035470587,34.419415509909044,0.03367707168910697,0.0,-0.022362623150109295,0.022362623150109295,0.08338815160232078,1.4878781808047237,0.03568828398627894,3.7696389924912224e-08
development,dev_00106_sine_coedge,sine,coedge,triangle,left,jinc3,plain,0.003983481384984523,33.15569079981887,0.04095704587040841,1.391419486719228e-07,-0.0018918534755397467,0.0018918534755397467,0.09002755178579161,1.8381729870809267,0.04425171228303086,2.785097985040574e-08
development,dev_00106_sine_coedge,sine,coedge,triangle,left,jinc3,algo6,0.002989458473529424,34.81384361840319,0.03076524436065007,1.371635811492091e-07,-0.02303162810133746,0.02303162810133746,0.08224852884179992,1.3408289831218527,0.033208864219930204,3.13101779846918e-08
development,dev_00106_sine_coedge,sine,coedge,triangle,left,jinc4,plain,0.004464472898635943,32.9554328130083,0.04301168868962469,0.0,-0.0016981887170035358,0.0016981887170035358,0.09053824908539579,1.9322660104612337,0.04957991634451207,1.747338544754755e-08
development,dev_00106_sine_coedge,sine,coedge,triangle,left,jinc4,algo6,0.003212046365644582,34.7077306921289,0.031531955266906324,0.0,-0.02273274002292666,0.02273274002292666,0.08251863674199941,1.3719227998268109,0.03568681832846431,2.5278755596705845e-08
development,dev_00106_sine_coedge,sine,coedge,bicubic,left,bilinear,plain,0.004523594731359654,32.97186688851138,0.046766451811154616,0.0,-0.0027250530506376116,0.0027250530506376116,0.11543133137147467,1.896083887784185,0.05033213645219803,0.005037572107366508
development,dev_00106_sine_coedge,sine,coedge,bicubic,left,bilinear,algo6,0.003566211121796436,35.085281889090666,0.036463662877698276,0.0,-0.020381668339399108,0.020381668339399108,0.096168384543961,1.1798697254546535,0.03967928317641573,0.009714625354501464
development,dev_00106_sine_coedge,sine,coedge,bicubic,left,bicubic_catrom,plain,0.004201862480700406,33.87551517573819,0.04279407965935077,9.863426731455894e-08,-0.001539401280497687,0.001539401280497687,0.1124427385286768,1.4714418209697986,0.0467412035380091,0.00973955542403495
development,dev_00106_sine_coedge,sine,coedge,bicubic,left,bicubic_catrom,algo6,0.0035661970835869135,35.509362867340506,0.03606767952268932,9.869593971719344e-08,-0.0198197908325453,0.0198197908325453,0.09679748212823643,1.0089286803186324,0.03966828491095276,0.012853813679179265
development,dev_00106_sine_coedge,sine,coedge,bicubic,left,bicubic_sharp,plain,0.0041535208210607254,34.02559565041582,0.042136991887500266,1.3239263179933742e-07,-0.0012987288926723465,0.0012987288926723465,0.0978417918601281,1.4143663934711042,0.04620006037432523,0.010332472722179123
development,dev_00106_sine_coedge,sine,coedge,bicubic,left,bicubic_sharp,algo6,0.003565695353084383,35.595943380340465,0.03593192613576927,1.3248132918739602e-07,-0.0197213227361602,0.0197213227361602,0.08658735363264858,0.9811204598591823,0.03965944621623272,0.013263409669023184
development,dev_00106_sine_coedge,sine,coedge,bicubic,left,bicubic_mitchell,plain,0.00442580366479434,33.137702418242995,0.045377455815155156,4.288102943627607e-08,-0.0007760563003232859,0.0007760563003232859,0.10047155930703913,1.8397108488148122,0.049238430380466436,0.005538733834068158
development,dev_00106_sine_coedge,sine,coedge,bicubic,left,bicubic_mitchell,algo6,0.0036570520438924388,35.12194172033627,0.03711718934729496,4.2903203783290726e-08,-0.019468861879137614,0.019468861879137614,0.08707920077491606,1.1391459647464173,0.040684655951779516,0.011526872126740358
development,dev_00106_sine_coedge,sine,coedge,bicubic,left,spline16,plain,0.004192881967328978,33.999591668957876,0.04246139445552087,1.6201270877250602e-07,-0.0013451943754505535,0.0013451943754505535,0.0994366865624136,1.4160787705216349,0.04663604234034816,0.01065557675680057
development,dev_00106_sine_coedge,sine,coedge,bicubic,left,spline16,algo6,0.0035822329862355284,35.57434874344742,0.036027828483340615,1.6213951831949608e-07,-0.019835634431501898,0.019835634431501898,0.08781889084080165,0.9848449957553169,0.03984148698371081,0.013384606389861022
development,dev_00106_sine_coedge,sine,coedge,bicubic,left,spline36,plain,0.004093732601837131,34.28671124673673,0.04061582956577089,1.1489665623576867e-06,-0.0007737515412929309,0.0007737515412929309,0.09135120525792828,1.3162330986565987,0.0454718402054693,0.01018352590922621
development,dev_00106_sine_coedge,sine,coedge,bicubic,left,spline36,algo6,0.0035892880128285017,35.75822526866539,0.03550774103652137,1.1482361948028916e-06,-0.019328343385012405,0.019328343385012405,0.0824664081543483,0.9327038915764028,0.03985463362187147,0.013261633448391444
development,dev_00106_sine_coedge,sine,coedge,bicubic,left,lanczos2,plain,0.004182657170741816,33.89737789094077,0.0426000805072406,9.027038079996903e-08,-0.0015274527421905134,0.0015274527421905134,0.09819881471185045,1.4744747958223805,0.046527718947756855,0.009564912933412762
development,dev_00106_sine_coedge,sine,coedge,bicubic,left,lanczos2,algo6,0.0035594573581753334,35.53435478171063,0.035998940133486895,9.031680833903096e-08,-0.01976057490094669,0.01976057490094669,0.08656101630704255,1.0071145491802411,0.039593510484943785,0.012799112126231194
development,dev_00106_sine_coedge,sine,coedge,bicubic,left,lanczos3,plain,0.0040631943755852626,34.42255890612739,0.03983095319625412,1.5054524521387759e-06,-0.00048797350303921743,0.00048797350303921743,0.09058077307122935,1.2644995027674535,0.04511266984488992,0.010459866712889856
development,dev_00106_sine_coedge,sine,coedge,bicubic,left,lanczos3,algo6,0.0036116183264126374,35.832650071000494,0.03537990765696685,1.504453220626428e-06,-0.0191014175872666,0.0191014175872666,0.08212754577899492,0.9070467069928789,0.04008362992178826,0.013614743604280409
development,dev_00106_sine_coedge,sine,coedge,bicubic,left,lanczos4,plain,0.004078562056134066,34.50145840743268,0.0388786064482983,7.85739047430633e-06,-0.00022284566002998894,0.00022284566002998894,0.08621978533507046,1.2460859563655233,0.04506711912385765,0.010455121524587628
development,dev_00106_sine_coedge,sine,coedge,bicubic,left,lanczos4,algo6,0.0036707695722321253,35.88981322168425,0.03500332844296714,7.852897397242486e-06,-0.018769664023525756,0.018769664023525756,0.07907508442409725,0.8954750272295071,0.040526551039268575,0.01409717625938356
development,dev_00106_sine_coedge,sine,coedge,bicubic,left,jinc2,plain,0.00452665155436222,33.173895951096426,0.04598285046267847,3.994362140517859e-08,-0.0009954740267916762,0.0009954740267916762,0.09001197426265486,1.7976692572420252,0.050355436657333656,0.0073249511243332
development,dev_00106_sine_coedge,sine,coedge,bicubic,left,jinc2,algo6,0.0037415726324328213,35.10549782616603,0.037606068102572214,3.994362140517859e-08,-0.01997881059285613,0.01997881059285613,0.08120862603618295,1.1331289975267296,0.04161982275989084,0.012472963603656916
development,dev_00106_sine_coedge,sine,coedge,bicubic,left,jinc3,plain,0.0045794115456790725,33.90176507517832,0.0441084659581585,1.971072855494207e-06,-0.0003693610925346036,0.0003693610925346036,0.08637405962834188,1.395926408591017,0.050824171575229796,0.01358941593207419
development,dev_00106_sine_coedge,sine,coedge,bicubic,left,jinc3,algo6,0.003930265731551756,35.43217416172145,0.03748453849575959,1.9775664744277797e-06,-0.02017362647298835,0.02017362647298835,0.07973428322502006,0.9839204025654837,0.04361217544369754,0.015825819778477863
development,dev_00106_sine_coedge,sine,coedge,bicubic,left,jinc4,plain,0.00480056956023949,33.76005575974446,0.043643807765939915,1.8467843238752158e-05,-0.00012474304983608623,0.00012474304983608623,0.08695411665354956,1.4652212875744677,0.05279586162595522,0.010772183454329414
development,dev_00106_sine_coedge,sine,coedge,bicubic,left,jinc4,algo6,0.004024365576231074,35.38401831955508,0.03694241653509033,1.8476252859857467e-05,-0.019851124956606608,0.019851124956606608,0.0801329068550995,1.007139629380821,0.0441739165357181,0.01395436285418414
development,dev_00107_chevron_soft_chroma,chevron,soft_chroma,box,left,bilinear,plain,0.002973151620970347,38.67846269944107,0.030780472101674776,0.0,0.49736527168808714,0.49736527168808714,0.027532931059984656,0.6059993136882165,0.033047911733211505,2.5278755596705845e-08
development,dev_00107_chevron_soft_chroma,chevron,soft_chroma,box,left,bilinear,algo6,0.0029233223784241934,38.81000957161638,0.030257456003785894,0.0,0.4589112576494448,0.4589112576494448,0.02939054198911045,0.4941686098801714,0.03249403801081436,2.5278755596705845e-08
development,dev_00107_chevron_soft_chroma,chevron,soft_chroma,box,left,bicubic_catrom,plain,0.002848102461505437,38.9567353010198,0.02988457106081504,0.0,0.4985435714698805,0.4985435714698805,0.024613968591554285,0.35603621438008126,0.03165793186053634,2.7939677238464355e-08
development,dev_00107_chevron_soft_chroma,chevron,soft_chroma,box,left,bicubic_catrom,algo6,0.0028150410981557517,38.99922199640267,0.02953743058734896,0.0,0.46567261301079704,0.46567261301079704,0.026191753054363078,0.27036073137346417,0.031290439290127585,2.7762282462347122e-08
development,dev_00107_chevron_soft_chroma,chevron,soft_chroma,box,left,bicubic_sharp,plain,0.0028372439618588735,38.9798645146034,0.029782673049586112,0.0,0.49860484502254,0.49860484502254,0.026169641295736387,0.30542310682853113,0.03153723327531701,2.847186156681606e-08
development,dev_00107_chevron_soft_chroma,chevron,soft_chroma,box,left,bicubic_sharp,algo6,0.0028057092911162695,39.01003178261434,0.029451565404087887,0.0,0.4666834296118259,0.4666834296118259,0.02753116476887899,0.22354657707884495,0.031186710998770736,2.8205769402640206e-08
development,dev_00107_chevron_soft_chroma,chevron,soft_chroma,box,left,bicubic_mitchell,plain,0.002972416830006607,38.81076826287877,0.030883557224472367,0.0,0.4974779281215094,0.4974779281215094,0.025250628396189845,0.5779101061313012,0.03303973509797028,1.8981241044544037e-08
development,dev_00107_chevron_soft_chroma,chevron,soft_chroma,box,left,bicubic_mitchell,algo6,0.002920437732047169,38.93268469536422,0.030341882154289124,0.0,0.45900558930819135,0.45900558930819135,0.02730580445443309,0.45592978983992793,0.03246196226349899,1.8981241044544037e-08
development,dev_00107_chevron_soft_chroma,chevron,soft_chroma,box,left,spline16,plain,0.0028376481789795407,38.97795666740253,0.02978760357550094,0.0,0.49879343171926604,0.49879343171926604,0.02392324547663865,0.3044139957194121,0.03154172125228104,2.847186156681606e-08
development,dev_00107_chevron_soft_chroma,chevron,soft_chroma,box,left,spline16,algo6,0.002806157349392449,39.00796112161433,0.029456961833440282,0.0,0.46688792069515145,0.46688792069515145,0.025579379673943473,0.22271543254690584,0.031191687299204723,2.8205769402640206e-08
development,dev_00107_chevron_soft_chroma,chevron,soft_chroma,box,left,spline36,plain,0.0028803448527142416,38.985867427119885,0.029763343301223835,5.308677264977069e-09,0.49826082845452496,0.49826082845452496,0.02373377650345437,0.2803937232047593,0.03199961695021817,2.102128096989223e-08
development,dev_00107_chevron_soft_chroma,chevron,soft_chroma,box,left,spline36,algo6,0.0028464874103365156,39.01319472658995,0.02942486454443973,5.308677264977069e-09,0.4674826541032337,0.4674826541032337,0.025264872119633297,0.20262056428041486,0.03162327783537053,2.2351741790771484e-08
development,dev_00107_chevron_soft_chroma,chevron,soft_chroma,box,left,lanczos2,plain,0.002847821018384668,38.957169736651366,0.029880114178113325,0.0,0.4983776834734129,0.4983776834734129,0.030230374772965248,0.35617712760114006,0.03165480115317872,2.4125689551943825e-08
development,dev_00107_chevron_soft_chroma,chevron,soft_chroma,box,left,lanczos2,algo6,0.0028147246204782562,38.99934923503109,0.02953260742172385,0.0,0.4655302053754286,0.4655302053754286,0.03088261600615596,0.2705396195956755,0.03128692148519414,2.5899637313116165e-08
development,dev_00107_chevron_soft_chroma,chevron,soft_chroma,box,left,lanczos3,plain,0.0028888931596406453,38.9874418136963,0.029718867626462225,6.486689450130576e-09,0.4983422736182379,0.4983422736182379,0.02670359822333749,0.24503155851950442,0.032090631956678065,2.0843886193774994e-08
development,dev_00107_chevron_soft_chroma,chevron,soft_chroma,box,left,lanczos3,algo6,0.0028553609461652034,39.00853169786985,0.02938796354206239,6.486689450130576e-09,0.4683032546157819,0.4683032546157819,0.027296744416583467,0.1700144811752642,0.03171790781475249,2.2529136566888718e-08
development,dev_00107_chevron_soft_chroma,chevron,soft_chroma,box,left,lanczos4,plain,0.002904378660779003,38.97812363166431,0.029782357388350805,5.163365997196663e-08,0.49797180494629006,0.49797180494629006,0.024804095620308664,0.286574913332017,0.03228298124546806,2.19082548504784e-08
development,dev_00107_chevron_soft_chroma,chevron,soft_chroma,box,left,lanczos4,algo6,0.002865622557495966,39.010694508946095,0.02940638206312737,5.163365997196663e-08,0.46797387237710775,0.46797387237710775,0.026135008764540786,0.2101949049582652,0.03185219266673639,2.332741305941627e-08
development,dev_00107_chevron_soft_chroma,chevron,soft_chroma,box,left,jinc2,plain,0.0029262139199651557,38.87591146643096,0.030531173962886203,0.0,0.4975562529006629,0.4975562529006629,0.028038328095178304,0.5099927990412656,0.03252617509237358,2.3150018283299038e-08
development,dev_00107_chevron_soft_chroma,chevron,soft_chroma,box,left,jinc2,algo6,0.002881290687260048,38.968512885802056,0.03006135421192301,0.0,0.460294910423508,0.460294910423508,0.02950355646522255,0.3974719117960017,0.03202683298981616,2.2883926119123188e-08
development,dev_00107_chevron_soft_chroma,chevron,soft_chroma,box,left,jinc3,plain,0.0028608951764560317,38.98180072677976,0.02963154187055547,4.989228078297206e-11,0.49891357580925827,0.49891357580925827,0.024529322957268732,0.16308792686237794,0.03177658599313526,2.2085649626595634e-08
development,dev_00107_chevron_soft_chroma,chevron,soft_chroma,box,left,jinc3,algo6,0.002831968540814446,38.97389911439385,0.029333708116815786,4.989228078297206e-11,0.46863942424584937,0.46863942424584937,0.02563440438652346,0.08515591245664211,0.031455054213958125,2.217434701465425e-08
development,dev_00107_chevron_soft_chroma,chevron,soft_chroma,box,left,jinc4,plain,0.003030319304033337,38.94861212478337,0.030129455775587694,1.5522042910257974e-10,0.49783394381755125,0.49783394381755125,0.02309134013609681,0.360849575392054,0.03365434721733133,6.031422387985956e-09
development,dev_00107_chevron_soft_chroma,chevron,soft_chroma,box,left,jinc4,algo6,0.0029657791282500547,38.99384812352507,0.02966642832716172,1.5522042910257974e-10,0.46583148500992816,0.46583148500992816,0.024961132518724043,0.27226100971159806,0.0329369592835151,9.135830970037552e-09
development,dev_00107_chevron_soft_chroma,chevron,soft_chroma,triangle,left,bilinear,plain,0.0012391734553200717,44.915186023528726,0.0126642184715625,0.0,-0.0028892858262869496,0.0028892858262869496,0.03158608989025807,0.749111625217302,0.013773977568018295,2.332741305941627e-08
development,dev_00107_chevron_soft_chroma,chevron,soft_chroma,triangle,left,bilinear,algo6,0.0012034303707581303,45.31341966017419,0.012289895025646945,0.0,-0.006227496893983508,0.006227496893983508,0.032382036040125566,0.6721078385153243,0.013376678661665036,2.332741305941627e-08
development,dev_00107_chevron_soft_chroma,chevron,soft_chroma,triangle,left,bicubic_catrom,plain,0.0008224545883407815,47.83888015540288,0.008631273143312987,0.0,-0.010417509064950366,0.010417509064950366,0.029181799601003526,0.5047738647279632,0.00914194587329846,2.8294466790698822e-08
development,dev_00107_chevron_soft_chroma,chevron,soft_chroma,triangle,left,bicubic_catrom,algo6,0.0008611567129332643,47.964821626512006,0.009037736044828784,0.0,-0.014020084468338467,0.014020084468338467,0.0299622332808897,0.447712653236632,0.009572137840136531,2.811707201458159e-08
development,dev_00107_chevron_soft_chroma,chevron,soft_chroma,triangle,left,bicubic_sharp,plain,0.0007797145989673311,48.39685556004046,0.008182650165484315,0.0,-0.01198216696491323,0.01198216696491323,0.030496064219713893,0.460234094168368,0.008666862949862011,2.8560558954874676e-08
