study,scene,seed,family,condition,degradation,true_siting,observation,motion,base,bm,mae,psnr,edge_mae,smooth_mae,phase_px,phase_abs_px,alias_px,spread_delta_px,bleed_mass,ringing_mass
Recon,bm_holdout_03023_chevron_luma_only,3023,chevron,luma_only,lanczos,left,q10,,algo2_lanczos3,0,0.0003690272569656372,68.64797416235662,0.0003690272569656372,0.0003690272569656372,nan,nan,nan,nan,nan,nan
Recon,bm_holdout_03023_chevron_luma_only,3023,chevron,luma_only,lanczos,left,q10,,algo2_lanczos3,1,0.00036902828543297015,68.64795065892598,0.0003690275452321484,0.00036902844606499584,nan,nan,nan,nan,nan,nan
Recon,bm_holdout_03023_chevron_luma_only,3023,chevron,luma_only,lanczos,left,q10,,algo6_jinc3,0,0.0003690272569656372,68.64797416235662,0.0003690272569656372,0.0003690272569656372,nan,nan,nan,nan,nan,nan
Recon,bm_holdout_03023_chevron_luma_only,3023,chevron,luma_only,lanczos,left,q10,,algo6_jinc3,1,0.00036902828543297015,68.64795065892598,0.0003690275452321484,0.00036902844606499584,nan,nan,nan,nan,nan,nan
Recon,bm_holdout_03023_chevron_luma_only,3023,chevron,luma_only,lanczos,left,q10,,algo6_lanczos4,0,0.0003690272569656372,68.64797416235662,0.0003690272569656372,0.0003690272569656372,nan,nan,nan,nan,nan,nan
Recon,bm_holdout_03023_chevron_luma_only,3023,chevron,luma_only,lanczos,left,q10,,algo6_lanczos4,1,0.00036902828543297015,68.64795065892598,0.0003690275452321484,0.00036902844606499584,nan,nan,nan,nan,nan,nan
Recon,bm_holdout_03023_chevron_luma_only,3023,chevron,luma_only,lanczos,left,q10_noise,,algo2_lanczos3,0,0.004341927131050838,45.26921423162746,0.004343704841587515,0.00434344882212047,nan,nan,nan,nan,nan,nan
Recon,bm_holdout_03023_chevron_luma_only,3023,chevron,luma_only,lanczos,left,q10_noise,,algo2_lanczos3,1,0.002640141945019736,49.41344325846717,0.0033902465254955346,0.0025464095510653265,nan,nan,nan,nan,nan,nan
Recon,bm_holdout_03023_chevron_luma_only,3023,chevron,luma_only,lanczos,left,q10_noise,,algo6_jinc3,0,0.0039226509157627345,46.140151123817326,0.0038838194727542855,0.003939251400186636,nan,nan,nan,nan,nan,nan
Recon,bm_holdout_03023_chevron_luma_only,3023,chevron,luma_only,lanczos,left,q10_noise,,algo6_jinc3,1,0.0023877222593578083,50.30181211850636,0.002946014626927319,0.0023199506173287297,nan,nan,nan,nan,nan,nan
Recon,bm_holdout_03023_chevron_luma_only,3023,chevron,luma_only,lanczos,left,q10_noise,,algo6_lanczos4,0,0.0044492012388210175,45.056663457952205,0.004458224001739707,0.00444707736772086,nan,nan,nan,nan,nan,nan
Recon,bm_holdout_03023_chevron_luma_only,3023,chevron,luma_only,lanczos,left,q10_noise,,algo6_lanczos4,1,0.002669204481562722,49.32274188386117,0.0033803676875929036,0.002577884902989137,nan,nan,nan,nan,nan,nan
Recon,bm_holdout_03023_chevron_luma_only,3023,chevron,luma_only,lanczos,center,clean,,algo2_lanczos3,0,0.0,150.0,0.0,0.0,nan,nan,nan,nan,nan,nan
Recon,bm_holdout_03023_chevron_luma_only,3023,chevron,luma_only,lanczos,center,clean,,algo2_lanczos3,1,7.296416089107661e-09,150.0,2.139824486914135e-09,8.268259643089203e-09,nan,nan,nan,nan,nan,nan
Recon,bm_holdout_03023_chevron_luma_only,3023,chevron,luma_only,lanczos,center,clean,,algo6_jinc3,0,0.0,150.0,0.0,0.0,nan,nan,nan,nan,nan,nan
Recon,bm_holdout_03023_chevron_luma_only,3023,chevron,luma_only,lanczos,center,clean,,algo6_jinc3,1,7.296416089107661e-09,150.0,2.139824486914135e-09,8.268259643089203e-09,nan,nan,nan,nan,nan,nan
Recon,bm_holdout_03023_chevron_luma_only,3023,chevron,luma_only,lanczos,center,clean,,algo6_lanczos4,0,0.0,150.0,0.0,0.0,nan,nan,nan,nan,nan,nan
Recon,bm_holdout_03023_chevron_luma_only,3023,chevron,luma_only,lanczos,center,clean,,algo6_lanczos4,1,7.296416089107661e-09,150.0,2.139824486914135e-09,8.268259643089203e-09,nan,nan,nan,nan,nan,nan
Recon,bm_holdout_03023_chevron_luma_only,3023,chevron,luma_only,lanczos,center,q10,,algo2_lanczos3,0,0.0003690272569656372,68.64797416235662,0.0003690272569656372,0.0003690272569656372,nan,nan,nan,nan,nan,nan
Recon,bm_holdout_03023_chevron_luma_only,3023,chevron,luma_only,lanczos,center,q10,,algo2_lanczos3,1,0.00036902828543297015,68.64795065892598,0.0003690275452321484,0.00036902844606499584,nan,nan,nan,nan,nan,nan
Recon,bm_holdout_03023_chevron_luma_only,3023,chevron,luma_only,lanczos,center,q10,,algo6_jinc3,0,0.0003690272569656372,68.64797416235662,0.0003690272569656372,0.0003690272569656372,nan,nan,nan,nan,nan,nan
Recon,bm_holdout_03023_chevron_luma_only,3023,chevron,luma_only,lanczos,center,q10,,algo6_jinc3,1,0.00036902828543297015,68.64795065892598,0.0003690275452321484,0.00036902844606499584,nan,nan,nan,nan,nan,nan
Recon,bm_holdout_03023_chevron_luma_only,3023,chevron,luma_only,lanczos,center,q10,,algo6_lanczos4,0,0.0003690272569656372,68.64797416235662,0.0003690272569656372,0.0003690272569656372,nan,nan,nan,nan,nan,nan
Recon,bm_holdout_03023_chevron_luma_only,3023,chevron,luma_only,lanczos,center,q10,,algo6_lanczos4,1,0.00036902828543297015,68.64795065892598,0.0003690275452321484,0.00036902844606499584,nan,nan,nan,nan,nan,nan
Recon,bm_holdout_03023_chevron_luma_only,3023,chevron,luma_only,lanczos,center,q10_noise,,algo2_lanczos3,0,0.004313368841270809,45.37270787413639,0.0044312009898324805,0.004341729468987545,nan,nan,nan,nan,nan,nan
Recon,bm_holdout_03023_chevron_luma_only,3023,chevron,luma_only,lanczos,center,q10_noise,,algo2_lanczos3,1,0.0026825070106625015,49.359214882637595,0.0034650819642203195,0.002600448096581247,nan,nan,nan,nan,nan,nan
Recon,bm_holdout_03023_chevron_luma_only,3023,chevron,luma_only,lanczos,center,q10_noise,,algo6_jinc3,0,0.0038869821629117407,46.25414353470334,0.003997794540953778,0.0039039179114513985,nan,nan,nan,nan,nan,nan
Recon,bm_holdout_03023_chevron_luma_only,3023,chevron,luma_only,lanczos,center,q10_noise,,algo6_jinc3,1,0.002391068510871693,50.372905359604815,0.0031225546817517,0.0023106373597069512,nan,nan,nan,nan,nan,nan
Recon,bm_holdout_03023_chevron_luma_only,3023,chevron,luma_only,lanczos,center,q10_noise,,algo6_lanczos4,0,0.00442071239276031,45.16015278635805,0.004525683166104413,0.00445200263528109,nan,nan,nan,nan,nan,nan
Recon,bm_holdout_03023_chevron_luma_only,3023,chevron,luma_only,lanczos,center,q10_noise,,algo6_lanczos4,1,0.0027098670937627757,49.25536066227389,0.0035124880350416617,0.0026232079904903436,nan,nan,nan,nan,nan,nan
Recon,bm_holdout_03024_straight_coedge,3024,straight,coedge,box,left,clean,,algo2_lanczos3,0,0.002592122649899412,35.513563260953305,0.026555731142902265,0.0,0.35151588942518897,0.35151588942518897,0.06209908514355999,0.7009847560913736,0.028217280970975048,3.503546828315372e-08
Recon,bm_holdout_03024_straight_coedge,3024,straight,coedge,box,left,clean,,algo2_lanczos3,1,0.0025698260397615425,35.50090563425911,0.026587366051964118,7.652339436823414e-07,0.35264759985112687,0.35264759985112687,0.06282199831216513,0.7025745021587428,0.027963658329099417,2.7683873881132046e-08
Recon,bm_holdout_03024_straight_coedge,3024,straight,coedge,box,left,clean,,algo6_jinc3,0,0.002882662346825644,34.304238484287715,0.029351275806253137,0.0,0.42314812755221337,0.42314812755221337,0.025409398783231906,0.7612082554558803,0.03138002438382024,3.068929626828148e-08
Recon,bm_holdout_03024_straight_coedge,3024,straight,coedge,box,left,clean,,algo6_jinc3,1,0.0028277356961084717,34.29676588854852,0.029178817004787475,1.549016728642441e-06,0.4242875251978039,0.4242875251978039,0.02699116107285763,0.7514060744896436,0.03075492430833124,2.4760548024614437e-08
Recon,bm_holdout_03024_straight_coedge,3024,straight,coedge,box,left,clean,,algo6_lanczos4,0,0.0030329302425335237,34.27393110306033,0.029990168041129955,0.0,0.42252428947706333,0.42252428947706333,0.025609634174898758,0.763822172780404,0.03301577733474828,3.698681082044329e-08
Recon,bm_holdout_03024_straight_coedge,3024,straight,coedge,box,left,clean,,algo6_lanczos4,1,0.0029418516626827035,34.2811034536436,0.029759230467908265,3.1832979792462927e-06,0.42355706083941913,0.42355706083941913,0.027932282022139578,0.755194515884241,0.031983425308551104,2.9059292919054683e-08
Recon,bm_holdout_03024_straight_coedge,3024,straight,coedge,box,left,q10,,algo2_lanczos3,0,0.002867536357578402,35.50729366530997,0.026762154137735535,0.00028550290569130866,0.35167458302919097,0.35167458302919097,0.06055417088791949,0.7012835955256587,0.028582784679851363,5.509704351425171e-06
Recon,bm_holdout_03024_straight_coedge,3024,straight,coedge,box,left,q10,,algo2_lanczos3,1,0.002823586408320314,35.5005805220661,0.026656890326767962,0.00028626213593053676,0.3526253353574316,0.3526253353574316,0.06119880545849315,0.6985766376021707,0.02809717133641243,5.096995404788426e-06
Recon,bm_holdout_03024_straight_coedge,3024,straight,coedge,box,left,q10,,algo6_jinc3,0,0.003159059302370451,34.29883365466992,0.029572673407517954,0.00028550290569130866,0.42358016113734315,0.42358016113734315,0.025384793181565585,0.7617317025433477,0.031751239738826244,5.709716961497352e-06
Recon,bm_holdout_03024_straight_coedge,3024,straight,coedge,box,left,q10,,algo6_jinc3,1,0.0031017308312838313,34.29164368431464,0.029398833214567537,0.0002861907241389244,0.4247186571475283,0.4247186571475283,0.026954283069717682,0.7519001211997076,0.03111793448971141,5.212124614488511e-06
Recon,bm_holdout_03024_straight_coedge,3024,straight,coedge,box,left,q10,,algo6_lanczos4,0,0.003309626053153697,34.2679108285393,0.030211206598659418,0.00028550290569130866,0.42295651165870995,0.42295651165870995,0.025558443958904047,0.7643353308701784,0.033386805383045046,6.0050792637325464e-06
Recon,bm_holdout_03024_straight_coedge,3024,straight,coedge,box,left,q10,,algo6_lanczos4,1,0.0032164052823313726,34.275559472061566,0.02998305369760601,0.00028689102882275446,0.42397387755061,0.42397387755061,0.027790562387455184,0.7558757842828454,0.032360558065452745,5.603900977543422e-06
Recon,bm_holdout_03024_straight_coedge,3024,straight,coedge,box,left,q10_noise,,algo2_lanczos3,0,0.006650927622292769,35.136441265631746,0.029474937112993194,0.004201472466991704,0.3490904676622562,0.3490904676622562,0.06031695172812102,0.6956019936619264,0.033259859996005184,0.0030446641044580332
Recon,bm_holdout_03024_straight_coedge,3024,straight,coedge,box,left,q10_noise,,algo2_lanczos3,1,0.005043752977757871,35.36195844373816,0.028853475008429,0.00245059418722078,0.35066657234094734,0.35066657234094734,0.06120090012615516,0.6932810188691501,0.03160658217079583,0.002215715504245877
Recon,bm_holdout_03024_straight_coedge,3024,straight,coedge,box,left,q10_noise,,algo6_jinc3,0,0.006808211080038754,34.02607827878435,0.034953600294437864,0.0037727186662821276,0.42134331552683657,0.42134331552683657,0.026292211323420765,0.7030182926049964,0.0394832739118664,0.007021951799591382
Recon,bm_holdout_03024_straight_coedge,3024,straight,coedge,box,left,q10_noise,,algo6_jinc3,1,0.005364794815546153,34.16879639658703,0.03450408272241085,0.0021893751898980035,0.422617490882908,0.422617490882908,0.02693365396718904,0.7009160177562221,0.03812932123297027,0.0062788394002598665
Recon,bm_holdout_03024_straight_coedge,3024,straight,coedge,box,left,q10_noise,,algo6_lanczos4,0,0.007405529653714111,33.93154252052896,0.03522123595947354,0.004312138146598868,0.4206807334768571,0.4206807334768571,0.026776618563211615,0.7083438707212371,0.04094393161081132,0.006739229290923547
Recon,bm_holdout_03024_straight_coedge,3024,straight,coedge,box,left,q10_noise,,algo6_lanczos4,1,0.005748618775570463,34.117811238261886,0.03479023249191674,0.002483700269727879,0.4219482857247825,0.4219482857247825,0.027096539191205506,0.7081520143388453,0.03949263390331041,0.0059540060880993095
Recon,bm_holdout_03024_straight_coedge,3024,straight,coedge,box,center,clean,,algo2_lanczos3,0,0.001868272887772812,39.05141715296586,0.018845468300902384,0.0,0.004317449154412466,0.004317449154412466,0.04187079828978074,0.6794304892389045,0.020337610660741728,2.7496190298171272e-08
Recon,bm_holdout_03024_straight_coedge,3024,straight,coedge,box,center,clean,,algo2_lanczos3,1,0.0018532628851124198,39.02067419870812,0.018797195232472013,1.092439994127268e-06,0.005713171863766641,0.005713171863766641,0.04433893285967534,0.676250686744289,0.02015691026601763,1.701013291068759e-08
Recon,bm_holdout_03024_straight_coedge,3024,straight,coedge,box,center,clean,,algo6_jinc3,0,0.0016978913795871351,39.73338841198073,0.01687076636724106,0.0,0.0014080735342394085,0.0014080735342394085,0.01917772200437643,0.6224727965463526,0.01848287963574486,3.0245809327988396e-08
Recon,bm_holdout_03024_straight_coedge,3024,straight,coedge,box,center,clean,,algo6_jinc3,1,0.0016730345286822886,39.75241344536316,0.0167548903559258,3.135792212560773e-07,0.003388405510089549,0.003388405510089549,0.02505530993487652,0.6174715149428565,0.018197359240037344,1.9687843170560864e-08
Recon,bm_holdout_03024_straight_coedge,3024,straight,coedge,box,center,clean,,algo6_lanczos4,0,0.0019123791165098685,39.688294223348414,0.017651377930232706,0.0,0.0014300260448521164,0.0014300260448521164,0.01820490578582927,0.6329217174720267,0.020817699321057825,3.264063880557106e-08
Recon,bm_holdout_03024_straight_coedge,3024,straight,coedge,box,center,clean,,algo6_lanczos4,1,0.001884439879271948,39.714238023198554,0.017598910722123644,1.0369369106012441e-06,0.002654409931388525,0.002654409931388525,0.0227910876928785,0.6305059535264315,0.020476512810481445,2.6223864413310594e-08
Recon,bm_holdout_03024_straight_coedge,3024,straight,coedge,box,center,q10,,algo2_lanczos3,0,0.002138576848185757,39.05885687105369,0.019011764347624194,0.00028550290569130866,0.005468023327231413,0.005468023327231413,0.04233378517207949,0.6799238771209342,0.020668866999802134,4.4510123275575185e-06
Recon,bm_holdout_03024_straight_coedge,3024,straight,coedge,box,center,q10,,algo2_lanczos3,1,0.002122478929654862,39.02984752528614,0.018954708040739985,0.00028633718500800783,0.006886037191721597,0.006886037191721597,0.044418799163748385,0.6768349747636591,0.020482904931885145,3.877849805922735e-06
Recon,bm_holdout_03024_straight_coedge,3024,straight,coedge,box,center,q10,,algo6_jinc3,0,0.0019712133443519422,39.71961063569782,0.01707687615703435,0.00028550290569130866,0.0023506978575539455,0.0023506978575539455,0.01916542433215784,0.6246774841799683,0.018837123333166044,4.905142954417638e-06
Recon,bm_holdout_03024_straight_coedge,3024,straight,coedge,box,center,q10,,algo6_jinc3,1,0.0019438004322878978,39.73949637428281,0.016955344119522698,0.00028561959472773156,0.004330925194271849,0.004330925194271849,0.02504187709098532,0.6195654376549045,0.01854531398220431,3.8942588227135796e-06
Recon,bm_holdout_03024_straight_coedge,3024,straight,coedge,box,center,q10,,algo6_lanczos4,0,0.0021860986652048058,39.67112202331408,0.01785353921166331,0.00028550290569130866,0.002387134036624584,0.002387134036624584,0.018173935868188825,0.6352082675492459,0.021173441172799186,5.150391232399713e-06
Recon,bm_holdout_03024_straight_coedge,3024,straight,coedge,box,center,q10,,algo6_lanczos4,1,0.002156779616847114,39.69769833721209,0.01780241053892729,0.0002862067250091405,0.003617209563133188,0.003617209563133188,0.022760634287865747,0.6327870722282878,0.020834678185305426,4.838442518597558e-06
Recon,bm_holdout_03024_straight_coedge,3024,straight,coedge,box,center,q10_noise,,algo2_lanczos3,0,0.005981591577715325,38.14677049256672,0.021327525693831853,0.0043727696587059954,0.0075969118644617795,0.0075969118644617795,0.04282326419746942,0.6774544910458058,0.025209328048818168,0.003413908035283731
Recon,bm_holdout_03024_straight_coedge,3024,straight,coedge,box,center,q10_noise,,algo2_lanczos3,1,0.0044239719719683795,38.62481050781256,0.020730379013549453,0.0027036415080406834,0.009344938180326608,0.009344938180326608,0.044901420358453,0.6737262316286547,0.02347183175429347,0.002521764402488424
Recon,bm_holdout_03024_straight_coedge,3024,straight,coedge,box,center,q10_noise,,algo6_jinc3,0,0.005699664122202113,38.706295050968606,0.02233574825938723,0.003942483578049135,0.0048002801560327,0.0048002801560327,0.021223076641965006,0.5844606416232472,0.026279406433570244,0.006643726750986562
Recon,bm_holdout_03024_straight_coedge,3024,straight,coedge,box,center,q10_noise,,algo6_jinc3,1,0.004251349972646556,39.206072170875984,0.02178375740878177,0.002373409585007245,0.006445326779746249,0.006445326779746249,0.026079200736652788,0.5820528729110188,0.024761732800730636,0.005829017772893643
Recon,bm_holdout_03024_straight_coedge,3024,straight,coedge,box,center,q10_noise,,algo6_lanczos4,0,0.006324191719406471,38.47363216215734,0.022812208658803814,0.004469149756048518,0.004541251079222705,0.004541251079222705,0.020842455966571378,0.5950493920076467,0.02845428360714799,0.006967107502056197
Recon,bm_holdout_03024_straight_coedge,3024,straight,coedge,box,center,q10_noise,,algo6_lanczos4,1,0.004722901505674538,39.08641506362425,0.022289348306165784,0.0027223958486935033,0.006127334815961373,0.006127334815961373,0.024630874031375143,0.5922630995938212,0.026845908546376796,0.006099686927406029
Recon,bm_holdout_03024_straight_coedge,3024,straight,coedge,triangle,left,clean,,algo2_lanczos3,0,0.002401078959062287,37.70753831469327,0.0245656918018648,0.0,-0.013683422913275189,0.013683422913275189,0.034371150764574344,1.0572133229101301,0.026137623048964,3.4148494402567543e-08
Recon,bm_holdout_03024_straight_coedge,3024,straight,coedge,triangle,left,clean,,algo2_lanczos3,1,0.0023785944929340056,37.71436764745555,0.024560891412799418,6.390002367663242e-07,-0.014300511055004538,0.014300511055004538,0.03837713077735187,1.0532155024525252,0.02588418637224961,2.6440428471002654e-08
Recon,bm_holdout_03024_straight_coedge,3024,straight,coedge,triangle,left,clean,,algo6_jinc3,0,0.0019470391950084306,38.521465462229216,0.01958641239113084,0.0,-0.007869780479644308,0.007869780479644308,0.01468920645634696,0.8204992123376798,0.02119504676998726,3.166496753692627e-08
Recon,bm_holdout_03024_straight_coedge,3024,straight,coedge,triangle,left,clean,,algo6_jinc3,1,0.0019090541252337965,38.53707243619415,0.01954051048999515,1.1658294603139871e-06,-0.00760020259447365,0.00760020259447365,0.021629125391165797,0.8148606881082698,0.020763964392244816,2.288621097925497e-08
Recon,bm_holdout_03024_straight_coedge,3024,straight,coedge,triangle,left,clean,,algo6_lanczos4,0,0.0020670752465742877,38.452488246671976,0.020023455775929375,0.0,-0.007830576056500081,0.007830576056500081,0.014642828882655822,0.8275796973433134,0.022501715436755193,3.938164029802595e-08
Recon,bm_holdout_03024_straight_coedge,3024,straight,coedge,triangle,left,clean,,algo6_lanczos4,1,0.0019706978309810426,38.50084794599097,0.01985728639163296,2.4602846852281972e-06,-0.007820358733807117,0.007820358733807117,0.020543692214346203,0.819038983779973,0.021417040255896393,2.9739953251384763e-08
Recon,bm_holdout_03024_straight_coedge,3024,straight,coedge,triangle,left,q10,,algo2_lanczos3,0,0.0026723559552571515,37.70346520342781,0.02472759738983162,0.00028550290569130866,-0.012846552916891307,0.012846552916891307,0.03499640595000151,1.0611774228714306,0.026457660787162326,5.50207637605213e-06
Recon,bm_holdout_03024_straight_coedge,3024,straight,coedge,triangle,left,q10,,algo2_lanczos3,1,0.002632501975700783,37.72339222238141,0.024637243995952997,0.00028687917316953343,-0.013308840253059747,0.013308840253059747,0.03917462122119643,1.0521125749479179,0.026008564136212782,4.816800355911255e-06
Recon,bm_holdout_03024_straight_coedge,3024,straight,coedge,triangle,left,q10,,algo6_jinc3,0,0.0022221682577212316,38.513424872073145,0.019794708173094477,0.00028550290569130866,-0.006877031049925415,0.006877031049925415,0.014724237127813955,0.8226452637849113,0.021546210450608106,5.948224237986974e-06
Recon,bm_holdout_03024_straight_coedge,3024,straight,coedge,triangle,left,q10,,algo6_jinc3,1,0.002181118622162998,38.536195710275756,0.019730103421363224,0.0002860150270862505,-0.006483359859855973,0.006483359859855973,0.021602994774689317,0.8168051233222111,0.021099117185388292,5.1087034600121636e-06
Recon,bm_holdout_03024_straight_coedge,3024,straight,coedge,triangle,left,q10,,algo6_lanczos4,0,0.0023430381269682007,38.443113280377695,0.02022830809730857,0.00028550290569130866,-0.006830230538179803,0.006830230538179803,0.014691796390772758,0.8297514114636537,0.022857555509766654,6.3787613596235e-06
Recon,bm_holdout_03024_straight_coedge,3024,straight,coedge,triangle,left,q10,,algo6_lanczos4,1,0.0022459671810696295,38.49221545455981,0.020057021504130933,0.00028666357060761323,-0.006822697045194644,0.006822697045194644,0.020557950790296656,0.8211196334068327,0.0217899674815791,5.571881220454261e-06
Recon,bm_holdout_03024_straight_coedge,3024,straight,coedge,triangle,left,q10_noise,,algo2_lanczos3,0,0.006465624614315676,37.00275866749956,0.027284857202288106,0.004207771382338944,-0.014824288303137038,0.014824288303137038,0.03733046614514288,1.0677119127371353,0.03141385977644296,0.0027559242239693135
Recon,bm_holdout_03024_straight_coedge,3024,straight,coedge,triangle,left,q10_noise,,algo2_lanczos3,1,0.004801278101461371,37.415615807118805,0.026599786168534797,0.0024255351731664546,-0.014235857908017312,0.014235857908017312,0.040440499675239015,1.0591153277632133,0.029552805126600322,0.0018493656415167997
Recon,bm_holdout_03024_straight_coedge,3024,straight,coedge,triangle,left,q10_noise,,algo6_jinc3,0,0.005847808657446769,37.75722422329074,0.025020624961176248,0.0037499915058669146,-0.00893253743272272,0.00893253743272272,0.01697172291990235,0.7764211994349282,0.029283063574915842,0.006508705853429135
Recon,bm_holdout_03024_straight_coedge,3024,straight,coedge,triangle,left,q10_noise,,algo6_jinc3,1,0.004335639747880903,38.165790263068644,0.024386766048759716,0.0021038994967793336,-0.007768524325483959,0.007768524325483959,0.020861978544384506,0.7719777047930889,0.027663608369905324,0.005614880146735925
Recon,bm_holdout_03024_straight_coedge,3024,straight,coedge,triangle,left,q10_noise,,algo6_lanczos4,0,0.006427033258164237,37.53552120866849,0.024900029379956494,0.00432156271944266,-0.008609113936708823,0.008609113936708823,0.018927573586876068,0.7842864557029299,0.030407967578087534,0.0059306623893679074
Recon,bm_holdout_03024_straight_coedge,3024,straight,coedge,triangle,left,q10_noise,,algo6_lanczos4,1,0.004715025672355302,38.05271407929875,0.024158628303179545,0.0024836749774597897,-0.00737703894523972,0.00737703894523972,0.020709686305485326,0.782270298755996,0.028340773723487343,0.004862590191242773
Recon,bm_holdout_03024_straight_coedge,3024,straight,coedge,triangle,center,clean,,algo2_lanczos3,0,0.0028518496739806183,37.07130311230979,0.02922098943708122,0.0,0.0037022401971668222,0.0037022401971668222,0.03804275915359455,1.2504310389923128,0.031044589089495794,1.6941201119195847e-08
Recon,bm_holdout_03024_straight_coedge,3024,straight,coedge,triangle,center,clean,,algo2_lanczos3,1,0.002836630242999204,37.05567502777181,0.029157308822342593,8.281030681072956e-07,0.0043425614942407265,0.0043425614942407265,0.04284896932924022,1.248197790975937,0.03086712005149041,6.958771558984722e-09
Recon,bm_holdout_03024_straight_coedge,3024,straight,coedge,triangle,center,clean,,algo6_jinc3,0,0.002205491596957891,37.73462838912954,0.022440306230962614,0.0,0.0007386724242996493,0.0007386724242996493,0.01427350457366511,0.97301376360224,0.02400849407006587,2.5544847760881695e-08
Recon,bm_holdout_03024_straight_coedge,3024,straight,coedge,triangle,center,clean,,algo6_jinc3,1,0.0021871241219411958,37.741576439154805,0.0223913858812596,9.278647623778809e-07,0.0015873121770848542,0.0015873121770848542,0.02198887942250247,0.9678414789839596,0.02379281364292616,1.6881371131670706e-08
Recon,bm_holdout_03024_straight_coedge,3024,straight,coedge,triangle,center,clean,,algo6_lanczos4,0,0.0023244503195551706,37.699266454321716,0.022796754662728007,3.741921058722905e-11,0.0007019880601741116,0.0007019880601741116,0.013736423852971571,0.9825459273102006,0.025303440567638193,3.2019757089160736e-08
Recon,bm_holdout_03024_straight_coedge,3024,straight,coedge,triangle,center,clean,,algo6_lanczos4,1,0.0022909141511964124,37.711241670336825,0.02275138461753624,1.011401071168837e-06,0.0014710189994378115,0.0014710189994378115,0.02027107191562873,0.9802887049678435,0.024910522314409416,2.5438796561313585e-08
Recon,bm_holdout_03024_straight_coedge,3024,straight,coedge,triangle,center,q10,,algo2_lanczos3,0,0.0031143793278792056,37.07665577354175,0.0293236204390615,0.00028550290569130866,0.0050598248045786035,0.0050598248045786035,0.03871047162988293,1.2528767961433038,0.031320546088474135,2.8793833085468838e-06
Recon,bm_holdout_03024_straight_coedge,3024,straight,coedge,triangle,center,q10,,algo2_lanczos3,1,0.0030968328608397397,37.06223302097244,0.02925111698536533,0.0002858141302740911,0.006172317259378211,0.006172317259378211,0.04360204355955447,1.2501931617280366,0.031138437378796794,1.591231141771589e-06
Recon,bm_holdout_03024_straight_coedge,3024,straight,coedge,triangle,center,q10,,algo6_jinc3,0,0.0024753880227952885,37.73175191039969,0.02261980968838933,0.00028550290569130866,0.002003601970540746,0.002003601970540746,0.014266527993692001,0.9745012968868476,0.02433367610155117,4.29313097681318e-06
Recon,bm_holdout_03024_straight_coedge,3024,straight,coedge,triangle,center,q10,,algo6_jinc3,1,0.0024555657488728637,37.73842123842302,0.02257307373166181,0.00028571178457544494,0.0028649683775114794,0.0028649683775114794,0.02196352887008426,0.9696047527180016,0.02411962358192319,3.3611875204812915e-06
Recon,bm_holdout_03024_straight_coedge,3024,straight,coedge,triangle,center,q10,,algo6_lanczos4,0,0.0025954724956115866,37.695535791078086,0.02297124317329863,0.00028550290153361857,0.0019810106443674193,0.0019810106443674193,0.01376445114597892,0.9839627302102425,0.025633177830882016,4.996235171953837e-06
Recon,bm_holdout_03024_straight_coedge,3024,straight,coedge,triangle,center,q10,,algo6_lanczos4,1,0.0025597588514240767,37.708053255669206,0.02292499747048688,0.0002860630858257147,0.0028040386256532337,0.0028040386256532337,0.020249028308897177,0.981312883343644,0.02524488949261251,4.4500366562888735e-06
Recon,bm_holdout_03024_straight_coedge,3024,straight,coedge,triangle,center,q10_noise,,algo2_lanczos3,0,0.006711029644452692,36.531176949993,0.030574225958227026,0.004190388936313823,0.009954105134416176,0.009954105134416176,0.03934067128460036,1.2474038669808647,0.03485723442974545,0.002845580186528553
Recon,bm_holdout_03024_straight_coedge,3024,straight,coedge,triangle,center,q10_noise,,algo2_lanczos3,1,0.005197555910125353,36.85232283039483,0.03018776980420463,0.0025256017446129895,0.010824821917218569,0.010824821917218569,0.04231224149859558,1.2389453062124924,0.03353031624906829,0.002163447677005371
Recon,bm_holdout_03024_straight_coedge,3024,straight,coedge,triangle,center,q10_noise,,algo6_jinc3,0,0.006049578625040841,37.12420325354444,0.027293821602565264,0.0037931241548947235,0.007369650132362962,0.007369650132362962,0.01579952820657421,0.9458370274322636,0.03131629513310535,0.006363789331988387
Recon,bm_holdout_03024_straight_coedge,3024,straight,coedge,triangle,center,q10_noise,,algo6_jinc3,1,0.004618535273165849,37.44601571710013,0.02689902535178676,0.0022057296217618777,0.008522190185778336,0.008522190185778336,0.022588211784643514,0.9437105190461321,0.030125813913487252,0.00567701894656888
Recon,bm_holdout_03024_straight_coedge,3024,straight,coedge,triangle,center,q10_noise,,algo6_lanczos4,0,0.006512925529026144,36.97342230466903,0.0269536321615024,0.0042866465824079655,0.007223070976505446,0.007223070976505446,0.01706211794559522,0.9631136750288256,0.031852289369063716,0.005621183117563348
Recon,bm_holdout_03024_straight_coedge,3024,straight,coedge,triangle,center,q10_noise,,algo6_lanczos4,1,0.004904206151647637,37.38092783463007,0.02628479077008619,0.0025390866371924944,0.008157142000972886,0.008157142000972886,0.021899605361694968,0.9611411117202868,0.030105367325068938,0.00455754166857029
Recon,bm_holdout_03024_straight_coedge,3024,straight,coedge,bicubic,left,clean,,algo2_lanczos3,0,0.0026645581205170165,38.444431625055216,0.0266820585864458,0.0,-0.012723140289667765,0.012723140289667765,0.03344544856050358,0.7714132624568588,0.02899770030663127,0.007094331218727997
