split,scene,family,condition,degradation,true_siting,assumed_siting,method,mae,psnr,edge_mae,smooth_mae,phase_px,phase_abs_px,alias_px,spread_delta_px,bleed_mass,ringing_mass
dev,dev_00101_chevron_isoluminant,chevron,isoluminant,bicubic,left,left,lgcr_plain_jinc,0.0037764378432335586,35.89428751245271,0.037068799005802636,1.4018345003326735e-07,0.00011812607655740474,0.00011812607655740474,0.055485580985626524,1.0929153924776283,0.04193401886593728,0.01253328782816728
dev,dev_00101_chevron_isoluminant,chevron,isoluminant,bicubic,left,left,lgcr_algo2,0.0037764378432335586,35.89428751245271,0.037068799005802636,1.4018345003326735e-07,0.00011812607655740474,0.00011812607655740474,0.055485580985626524,1.0929153924776283,0.04193401886593728,0.01253328782816728
dev,dev_00101_chevron_isoluminant,chevron,isoluminant,bicubic,left,left,lgcr_algo4,0.0037764378432335586,35.89428751245271,0.037068799005802636,1.4018345003326735e-07,0.00011812607655740474,0.00011812607655740474,0.055485580985626524,1.0929153924776283,0.04193401886593728,0.01253328782816728
dev,dev_00101_chevron_isoluminant,chevron,isoluminant,bicubic,left,left,lgcr_algo6,0.0037764378432335586,35.89428751245271,0.037068799005802636,1.4018345003326735e-07,0.00011812607655740474,0.00011812607655740474,0.055485580985626524,1.0929153924776283,0.04193401886593728,0.01253328782816728
dev,dev_00102_straight_ridge,straight,ridge,box,left,left,zimg_bilinear,0.004079916837480536,32.501661866142925,0.04283912679354563,0.0,0.49723476429031155,0.49723476429031155,0.13614013773414216,1.4590622283293324,0.0444130731657857,3.91155481338501e-08
dev,dev_00102_straight_ridge,straight,ridge,box,left,left,zimg_bicubic,0.003998573276413334,32.81719086944622,0.04175420758330498,0.0,0.4975718352601064,0.4975718352601064,0.12688041769843061,1.1624398980907167,0.043527575520177685,0.004224152160098865
dev,dev_00102_straight_ridge,straight,ridge,box,left,left,zimg_lanczos3,0.004178244007841619,32.8735123536243,0.042623980222818623,9.36173213024934e-10,0.4979757953562613,0.4979757953562613,0.12113756860049306,1.0151084086926938,0.04548247921324912,0.006597080417642636
dev,dev_00102_straight_ridge,straight,ridge,box,left,left,zimg_spline36,0.004108607416973038,32.87497572101601,0.04212364709741494,5.568532894055049e-09,0.4978944123445191,0.4978944123445191,0.12237498984529019,1.0553168295175823,0.04472457759437107,0.005707133799746987
dev,dev_00102_straight_ridge,straight,ridge,box,left,left,jbu,0.0055304883546842595,29.104535158297203,0.05797339992407268,0.0,0.3707470497130102,0.3707470497130102,0.5490931050533678,1.592146564339753,0.06020359932223246,7.09579104468936e-10
dev,dev_00102_straight_ridge,straight,ridge,box,left,left,guided_filter,0.009014517958190964,29.012396598625074,0.09014677685673805,0.0,-0.5675058309863561,0.5675058309863561,0.10870751107034365,4.1855935874993575,0.09812929853796959,0.00034940855437612514
dev,dev_00102_straight_ridge,straight,ridge,box,left,left,wada_ejbf,0.003593764870915607,33.17633695053735,0.03584230221227223,1.853903813753277e-05,0.4731885419090294,0.4731885419090294,0.10134808843575013,1.0577924850336677,0.0386991587556189,0.0
dev,dev_00102_straight_ridge,straight,ridge,box,left,left,korhonen,0.00382325136107632,32.805853033623265,0.04014413929130136,0.0,0.43368050573237804,0.43368050573237804,0.15756445427773866,1.3779855024449883,0.0416190717369318,3.91155481338501e-08
dev,dev_00102_straight_ridge,straight,ridge,box,left,left,galosh_form,0.004328764110843721,30.232295964134433,0.045452023163859066,0.0,0.6140340005300516,0.6140340005300516,0.5057074890899003,0.9305691151455286,0.04712197260509822,4.3284325372605095e-08
dev,dev_00102_straight_ridge,straight,ridge,box,left,left,lgcr_plain_jinc,0.003562168656711093,33.04725184103265,0.03644652056299319,0.0,0.4985295890729032,0.4985295890729032,0.10613659362305569,1.082356875140355,0.03877696867233941,2.5544847760881695e-08
dev,dev_00102_straight_ridge,straight,ridge,box,left,left,lgcr_algo2,0.0035242140688875275,32.98718115049666,0.03668154542134246,0.0,0.5014560394366482,0.5014560394366482,0.10768007652434572,1.1003386270110023,0.03836379936408429,2.2883926119123188e-08
dev,dev_00102_straight_ridge,straight,ridge,box,left,left,lgcr_algo4,0.004658276179800638,32.25354844385138,0.048331328551057595,0.0,0.5043907421901475,0.5043907421901475,0.11026147498182003,1.7128002866054748,0.050708932136850696,1.596552985055106e-08
dev,dev_00102_straight_ridge,straight,ridge,box,left,left,lgcr_algo6,0.0035576680338687485,33.11615076118733,0.03628739307319371,0.0,0.4870629035169289,0.4870629035169289,0.1059643881652353,1.1036531230504456,0.038727961192351015,1.4102884701320103e-08
dev,dev_00102_straight_ridge,straight,ridge,triangle,left,left,zimg_bilinear,0.0037979964149372396,34.192264994445786,0.03987896235684102,0.0,0.0003234213163416655,0.0003234213163416655,0.08078438312634982,1.8443142769162761,0.04134414748599132,3.5922442163739884e-08
dev,dev_00102_straight_ridge,straight,ridge,triangle,left,left,zimg_bicubic,0.0033783090268699857,35.11527760235806,0.035268713884837176,0.0,0.0004349995875664261,0.0004349995875664261,0.07397081944513664,1.47947571494223,0.03677551794264998,0.002631619378613929
dev,dev_00102_straight_ridge,straight,ridge,triangle,left,left,zimg_lanczos3,0.003331478042194882,35.573628124517015,0.033821396647248377,9.36173213024934e-10,0.0005906204570722551,0.0005906204570722551,0.06993667922897487,1.3201643570492456,0.036264894175387564,0.003877222679355847
dev,dev_00102_straight_ridge,straight,ridge,triangle,left,left,zimg_spline36,0.003303527464944958,35.466942139886896,0.03378115800447155,5.568532894055049e-09,0.0005594340636470548,0.0005594340636470548,0.06946468805920716,1.3625962580899624,0.03596084327658727,0.0031884062468417965
dev,dev_00102_straight_ridge,straight,ridge,triangle,left,left,jbu,0.0050396826679137445,29.806117440381623,0.052777869356575705,0.0,-0.4588837062401988,0.4588837062401988,0.5330838187602178,1.609157409688151,0.05486079655765068,0.0
dev,dev_00102_straight_ridge,straight,ridge,triangle,left,left,guided_filter,0.009506854128077209,27.952241797425167,0.09577427466011354,0.0,-0.8674053129460417,0.8674053129460417,0.05376694049726352,2.0629496600496555,0.10348604814637274,9.230648477872213e-06
dev,dev_00102_straight_ridge,straight,ridge,triangle,left,left,wada_ejbf,0.003419964242902697,34.738942864846095,0.033041828408158835,2.795322437859362e-05,-0.03740387359921236,0.03740387359921236,0.1959819960560316,1.1190172405662222,0.03659081024428209,0.0
